"jobResultsTitle"	"jobResultsSalary"	"jobResultsLoc"	"jobResultsType"	"jobpositionlink"	"location_salary"	"job_type"	"posted_date"	"last_view"	"skills"	"location"	"industry"	"duration"	"start_date"	"rate"	"recruiter"	"contact"	"ref"	"posted_date"	"permalink"	"category"	"company_summary"
"Pricing Actuary - Life"	"GBP"	"London"	"Permanent"	"Pricing Actuary - Life"	"London - GBP"	"Permanent"	"Posted: Saturday, 8 December 2018"	""	"Our client is seeking a qualified life actuary with project management experience to propose appropriate pricing assumptions and oversee the production of reinsurance premium rates. Managing the process of compiling a tender response for specific quotes, you will ensure that risks taken by our client are fully understood, appropriately priced and carefully documented. You will also respond to ad-hoc client pricing queries and formulate reinsurance solutions tailored to their specific needs. In addition, you will take ownership of allocated projects, including testing new pricing assumptions, adding new features to pricing models and analysing claims experience. The successful candidate will possess strong IT skills with a good understanding of MS Excel & Access and experience of at least one actuarial modelling package. The ability to write and maintain code in VBA or similar language would be an advantage. A fantastic opportunity to develop your career within a leading-edge firm.  "	"London, UK"	"Finance"	NA	NA	"GBP"	"Star Actuarial Futures"	"Star Actuarial Futures"	"JS7286_85322/599836793"	"08/12/2018 09:08:42"	"http://www.jobserve.com/GmDck"	NA	NA
"GI Actuarial Analyst"	"GBP"	"London"	"Permanent"	"GI Actuarial Analyst"	"London - GBP"	"Permanent"	"Posted: Tuesday, 11 December 2018"	""	"Fairbank Partners are working with a multinational insurer to source a Part Qualified actuary to join as Actuarial Analyst.  The opportunity: Help communicate the financial risk and consequences Reserving for Group level  Assist with the coaching of more junior members of the team Study support offered  The individual: Part Qualified actuary with excellent exam progress Background in reserving is an advantage Desire to learn Good interpersonal skills "	"London, UK"	"Finance"	NA	NA	"GBP"	"FAIRBANK PARTNERS"	"FAIRBANK PARTNERS"	"JS7286_82804/602260073"	"11/12/2018 11:10:15"	"http://www.jobserve.com/Gmteq"	NA	NA
"Non-life Actuarial Consultant"	"GBP"	"London"	"Permanent"	"Non-life Actuarial Consultant"	"London - GBP"	"Permanent"	"Posted: Saturday, 8 December 2018"	""	"This is an exciting opportunity for a qualified non-life actuary to join a leading independent consultancy. An excellent team-player with the ability to communicate complex actuarial concepts to experts and non-experts, the successful candidate will also be comfortable working closely with a wide range of internal and external stakeholders. Programming skills in R or Python would be a distinct advantage.   "	"London, UK"	"Finance"	NA	NA	"GBP"	"Star Actuarial Futures"	"Star Actuarial Futures"	"JS7286_85210/599836852"	"08/12/2018 09:12:10"	"http://www.jobserve.com/GmDd9"	NA	NA
"Capital Actuary - Non-life"	""	"United Kingdom"	"Permanent"	"Capital Actuary - Non-life"	"United Kingdom"	"Permanent"	"Posted: Wednesday, 12 December 2018"	""	"Major insurer is seeking a part-qualified or qualified non-life actuary with a good working knowledge of capital modelling concepts to assist with the delivery of regulatory capital requirements at Group and solo entity levels for reporting purposes using standard formula. In this excellent career-development opportunity, you will assist with the production of the risk and capital analysis to help key decisions across the organisation eg business planning, reinsurance strategy and dividends. You will also assist the build and continued improvement of the internal model in readiness for IMAP including deonstrating an understanding of the origins and reasonableness of the data used and parameterisation of the inputs. In addition, you will perform testing on model outputs to ensure appropriateness of model calibration alongside stress and sensitivity testing whilst producing Model documentation. You will be an experienced user of General Insurance capital modelling software (eg Igloo, Remetrica). "	"United Kingdom"	"Finance"	NA	NA	NA	"Star Actuarial Futures"	"Star Actuarial Futures"	"JS7286_85382/600714789"	"12/12/2018 11:39:17"	"http://www.jobserve.com/Gm6DD"	NA	NA
"Capital Actuary - Non-life"	"GBP"	"United Kingdom"	"Permanent"	"Capital Actuary - Non-life"	"United Kingdom - GBP"	"Permanent"	"Posted: Tuesday, 11 December 2018"	""	"Major insurer is seeking a part-qualified or qualified non-life actuary with a good working knowledge of capital modelling concepts to assist with the delivery of regulatory capital requirements at Group and solo entity levels for reporting purposes using standard formula.In this excellent career-development opportunity, you will assist with the production of the risk and capital analysis to help key decisions across the organisation eg business planning, reinsurance strategy and dividends.You will also assist the build and continued improvement of the internal model in readiness for IMAP including deonstrating an understanding of the origins and reasonableness of the data used and parameterisation of the inputs.In addition, you will perform testing on model outputs to ensure appropriateness of model calibration alongside stress and sensitivity testing whilst producing Model documentation.You will be an experienced user of General Insurance capital modelling software (eg Igloo, Remetrica)."	"United Kingdom"	"Finance"	NA	NA	"GBP"	"Star Actuarial Futures"	"Star Actuarial Futures"	"JSSTAR5077/593978728"	"11/12/2018 11:15:59"	"http://www.jobserve.com/Gmtlo"	NA	NA
"Reserving Actuarial Analyst"	"GBP"	"London"	"Permanent"	"Reserving Actuarial Analyst"	"London - GBP"	"Permanent"	"Posted: Tuesday, 11 December 2018"	""	"Currently, working with a London Managing Agency who are looking for an Actuarial Analyst to work within their Reserving team. This role reports directly into the Head of Reserving and you will be working very closely with a number of senior stakeholders.  You will need to have completed at least half of your CT exams and also have at least 1 years worth of General Insurance Actuarial experience. Also, you will be expected to have experience of using SAS, Excel and ResQ. "	"London, UK"	"Finance"	NA	NA	"GBP"	"IPS Group"	"IPS Group"	"JS7286_85364/600714796"	"11/12/2018 11:10:07"	"http://www.jobserve.com/Gmtek"	NA	NA
"Capital Actuarial Analyst."	"GBP"	"London"	"Permanent"	"Capital Actuarial Analyst."	"London - GBP"	"Permanent"	"Posted: Tuesday, 11 December 2018"	""	"I am currently working with a Lloyd's Syndicate who are looking for a Nearly/Newly qualified Capital Actuary to join their highly analytical Capital modelling team. This role will not be Back Office and you will be working closely with the Head of Capital. They would like you to have experience of either Igloo, Remetrica or Tyche. "	"London, UK"	"Finance"	NA	NA	"GBP"	"IPS Group"	"IPS Group"	"JS7286_85359/600714801"	"11/12/2018 11:10:12"	"http://www.jobserve.com/Gmteo"	NA	NA
"IFRS17 Actuary - Project Based"	"GBP"	"Fareham, Hampshire"	"Permanent"	"IFRS17 Actuary - Project Based"	"Fareham, Hampshire - GBP"	"Permanent"	"Posted: Tuesday, 11 December 2018"	""	"Fairbank Partners are working with a multinational insurer to source an Actuary to join the IFRS17 project.  The opportunity: Draft suitable Actuarial methodology papers  Update the project plan  Review actuarial processes and implement any required changes Liaise and manage stakeholders  Small actuarial team The individual: Nearly/Newly Qualified actuary with previous experience in SII Excellent interpersonal skills  Good eye for attention "	"Fareham, Hampshire, UK"	"Finance"	NA	NA	"GBP"	"FAIRBANK PARTNERS"	"FAIRBANK PARTNERS"	"JS7286_85026/602841772"	"11/12/2018 11:04:53"	"http://www.jobserve.com/Gmtbs"	NA	NA
"FTC: Actuarial Reporting Analysis Actuary - Life"	"GBP"	"South East"	"Contract/Permanent"	"FTC: Actuarial Reporting Analysis Actuary - Life"	"South East - GBP"	"Contract/Permanent"	"Posted: Monday, 10 December 2018"	""	"Our client is seeking a part-qualified or qualified life actuary to take up this 12-month fixed term position where you will validate and report upon the financial results on a US GAAP basis. You will analyse the surplus (including explanation of major variances) whilst reviewing manually calculated reserves. In addition, you will analyse and model Conduct Risk initiatives, whilst supporting the business plan production. A working knowledge of actuarial modelling systems is required, whilst understanding/experience of US GAAP reserving would be beneficial.  "	"South East, UK"	"Finance"	NA	NA	"GBP"	"Star Actuarial Futures"	"Star Actuarial Futures"	"JS7286_85393/600714782"	"10/12/2018 11:03:24"	"http://www.jobserve.com/GmhTT"	NA	NA
"Trainee Actuary"	"GBP"	"London"	"Permanent"	"Trainee Actuary"	"London - GBP"	"Permanent"	"Posted: Friday, 7 December 2018"	""	"A London market insurance business has an opening for a trainee actuary. To be considered, you must be highly numerate with a 1st or 2.1 in a mathematical related subject from a Russell Group University.  The ideal candidate will have a strong interest in the profession and be committed to studying towards the actuarial qualification. Those candidates with the ability to programme in R and/or VBA will have a clear lead. Any work experience will also be advantageous. To be considered, you must have strong communication and organisational skills. You must be eligible to work in the U.K.  "	"London, UK"	"Finance"	NA	NA	"GBP"	"Bolton Associates"	"Bolton Associates"	"JS7286_82568/598778714"	"07/12/2018 13:31:32"	"http://www.jobserve.com/Gl5gc"	NA	NA
"Mixed Actuarial Opportunity - London Market"	"GBP"	"London"	"Permanent"	"Mixed Actuarial Opportunity - London Market"	"London - GBP"	"Permanent"	"Posted: Tuesday, 11 December 2018"	""	"Fairbank Partners are working with a leading London Market insurer to source a Part Qualified actuary to join the actuarial team in Central London. The opportunity: Assist in the running of the internal model Assist in quarterly reserving - build upon your reserving skills High levels of autonomy as the result of being in a small team Split between Capital and Reserving, providing the opportunity to be up skilled in two actuarial areas Full study support is also offered along with excellent exposure to senior management. The individual: Part Qualified actuary with excellent exam progress Good IT skills Experience in either Capital or Reserving, with the desire to learn new skills "	"London, UK"	"Finance"	NA	NA	"GBP"	"FAIRBANK PARTNERS"	"FAIRBANK PARTNERS"	"JS7286_86439/602841753"	"11/12/2018 11:11:02"	"http://www.jobserve.com/Gmtfb"	NA	NA
