"jobResultsTitle"	"jobResultsSalary"	"jobResultsLoc"	"jobResultsType"	"jobpositionlink"	"location_salary"	"job_type"	"posted_date"	"last_view"	"skills"	"location"	"industry"	"duration"	"rate"	"recruiter"	"contact"	"ref"	"posted_date"	"permalink"	"start_date"	"category"
"Non-life Actuarial Leader"	"GBP"	"London"	"Permanent"	"Non-life Actuarial Leader"	"London - GBP"	"Permanent"	"Posted: Monday, 3 December 2018"	""	"Are you a qualified non-life actuary with strong experience in reserving and other actuarial functions? Do you have a passion for actuarial transformation? Would you relish the opportunity to take up a leadership role within a major global consultancy? Then look no further. This is a fantastic opportunity to play a leading role in helping clients adapt their finance and actuarial functions to new technologies, new regulations and cost pressures.  You will lead actuarial elements of the largest clients' finance and actuarial transformation programmes, including implementation of IFRS 17, and develop new propositions to take to clients. The successful candidate will possess significant experience of leading change in finance or actuarial functions, alongside strong and effective stakeholder management experience. An excellent role that offers the opportunity to apply your skills in projects reaching beyond traditional actuarial boundaries within a market-leader. Please contact us to discuss this vacancy or for an informal discussion regarding your career goals. We are very happy to perform bespoke research on your behalf. Jo Frankham, Associate Director M: (0) E:  "	"London, UK"	"Other"	NA	"GBP"	"Star Actuarial Futures"	"Star Actuarial Futures"	"JS7286_85252/594974286"	"03/12/2018 15:09:47"	"http://www.jobserve.com/GlQVY"	NA	NA
"GI Actuarial Analyst"	"GBP"	"England"	"Permanent"	"GI Actuarial Analyst"	"England - GBP"	"Permanent"	"Posted: Saturday, 1 December 2018"	""	"Leading insurer is seeking a part-qualified GI actuary to provide support for the assessment of claims reserves required for the current and prior accident years and to support the estimation and planning for future accident years' loss ratios. Considering claims, pricing, underwriting and market developments across the sector, you will assess how these influence performance and claims development patterns. In addition, you will provide actuarial analysis to support the assessment of the capital requirement in respect of claims risks to support the delivery of the internal capital model. IT skills are essential and experience of using SAS and/or VBA in a data analytics role would be ideal.  "	"England, UK"	"Finance"	NA	"GBP"	"Star Actuarial Futures"	"Star Actuarial Futures"	"JS7286_85058/592938977"	"01/12/2018 14:32:39"	"http://www.jobserve.com/Gk5BC"	NA	NA
"Senior Actuarial Consultants/Managers - Life"	"GBP"	"Bristol"	"Permanent"	"Senior Actuarial Consultants/Managers - Life"	"Bristol - GBP"	"Permanent"	"Posted: Saturday, 1 December 2018"	""	"Star Actuarial, together with a leading global consultancy, is representing a number of exciting opportunities for part-qualified and qualified life actuaries to create innovative commercial insights for clients and contribute to thought leadership. With strong problem solving and communication skills, the successful candidates will also possess project management experience. "	"Bristol, UK"	"Finance"	NA	"GBP"	"Star Actuarial Futures"	"Star Actuarial Futures"	"JS7286_82864/592938839"	"01/12/2018 14:17:43"	"http://www.jobserve.com/Gk4nR"	NA	NA
"Life Actuarial Consultancy"	"GBP"	"London"	"Permanent"	"Life Actuarial Consultancy"	"London - GBP"	"Permanent"	"Posted: Saturday, 1 December 2018"	""	"Are you a qualified life actuary with strong project and people management skills? Do you relish the opportunity to lead client engagement teams within an international consultancy? Then this is the role for you. In this key role, you will have the opportunity to support a range of projects, for example, IFRS17 implementation, finance transformation, and much more. A natural leader with prior consulting experience, the ideal person will have a track record of delivery with strong technical and communication skills and the ability to deal effectively with clients and colleagues. An excellent opportunity to develop your career with a market leader. "	"London, UK"	"Finance"	NA	"GBP"	"Star Actuarial Futures"	"Star Actuarial Futures"	"JS7286_85059/592938827"	"01/12/2018 14:10:42"	"http://www.jobserve.com/Gk4aF"	NA	NA
"Pricing Actuary - Life"	"GBP"	"London"	"Permanent"	"Pricing Actuary - Life"	"London - GBP"	"Permanent"	"Posted: Monday, 3 December 2018"	""	"Our client is seeking a qualified life actuary with project management experience to propose appropriate pricing assumptions and oversee the production of reinsurance premium rates.Managing the process of compiling a tender response for specific quotes, you will ensure that risks taken by our client are fully understood, appropriately priced and carefully documented.You will also respond to ad-hoc client pricing queries and formulate reinsurance solutions tailored to their specific needs.In addition, you will take ownership of allocated projects, including testing new pricing assumptions, adding new features to pricing models and analysing claims experience.The successful candidate will possess strong IT skills with a good understanding of MS Excel & Access and experience of at least one actuarial modelling package.The ability to write and maintain code in VBA or similar language would be an advantage.A fantastic opportunity to develop your career within a leading-edge firm."	"London, UK"	"Other"	NA	"GBP"	"Star Actuarial Futures"	"Star Actuarial Futures"	"JSSTAR4900/593978672"	"03/12/2018 15:12:25"	"http://www.jobserve.com/GlQXd"	NA	NA
"Pricing Actuary - Life"	"GBP"	"London"	"Permanent"	"Pricing Actuary - Life"	"London - GBP"	"Permanent"	"Posted: Saturday, 1 December 2018"	""	"Our client is seeking a qualified life actuary with project management experience to propose appropriate pricing assumptions and oversee the production of reinsurance premium rates. Managing the process of compiling a tender response for specific quotes, you will ensure that risks taken by our client are fully understood, appropriately priced and carefully documented. You will also respond to ad-hoc client pricing queries and formulate reinsurance solutions tailored to their specific needs. In addition, you will take ownership of allocated projects, including testing new pricing assumptions, adding new features to pricing models and analysing claims experience. The successful candidate will possess strong IT skills with a good understanding of MS Excel & Access and experience of at least one actuarial modelling package. The ability to write and maintain code in VBA or similar language would be an advantage. A fantastic opportunity to develop your career within a leading-edge firm."	"London, UK"	"Finance"	NA	"GBP"	"Star Actuarial Futures"	"Star Actuarial Futures"	"JS7286_82314/592938962"	"01/12/2018 14:31:37"	"http://www.jobserve.com/Gk49Y"	NA	NA
"Non-life Actuarial Consultant"	"GBP"	"London"	"Permanent"	"Non-life Actuarial Consultant"	"London - GBP"	"Permanent"	"Posted: Monday, 3 December 2018"	""	"This is an exciting opportunity for a qualified non-life actuary to join a leading independent consultancy. An excellent team-player with the ability to communicate complex actuarial concepts to experts and non-experts, the successful candidate will also be comfortable working closely with a wide range of internal and external stakeholders. Programming skills in R or Python would be a distinct advantage. Contact us now for more information on this fantastic career opportunity. Satpal Johri | Associate Director M: (0) E:  W:  "	"London, UK"	"Other"	NA	"GBP"	"Star Actuarial Futures"	"Star Actuarial Futures"	"JS7286_85210/594974281"	"03/12/2018 14:07:50"	"http://www.jobserve.com/GlPsQ"	NA	NA
"Risk Actuary"	"GBP"	"London"	"Permanent"	"Risk Actuary"	"London - GBP"	"Permanent"	"Posted: Monday, 3 December 2018"	""	"Leading reinsurer seeks qualified life actuary with demonstrable experience of working in a risk management role to develop, monitor and maintain the local Risk Management Framework whilst supporting the development and delivery of strategic plans for the Risk Management Function. In this diverse and highly visible role, you will also support the independent validation of the Corporate Actuarial models, reviewing the calibration of the local Internal Model and producing a calibration report. The successful candidate will have excellent communication and interpersonal skills and will be able to take the lead and act as a role model in achieving shared deliverables. Please contact us to discuss this vacancy or for an informal discussion regarding your career goals. We are very happy to perform bespoke research on your behalf. Satpal Johri | Associate Director M: (0) E:  W:  "	"London, UK"	"Other"	NA	"GBP"	"Star Actuarial Futures"	"Star Actuarial Futures"	"JS7286_82242/592938900"	"03/12/2018 15:19:30"	"http://www.jobserve.com/GlQcR"	NA	NA
"Capital Actuary - Non-life"	"GBP"	"United Kingdom"	"Permanent"	"Capital Actuary - Non-life"	"United Kingdom - GBP"	"Permanent"	"Posted: Monday, 3 December 2018"	""	"Major insurer is seeking a part-qualified or qualified non-life actuary with a good working knowledge of capital modelling concepts to assist with the delivery of regulatory capital requirements at Group and solo entity levels for reporting purposes using standard formula.In this excellent career-development opportunity, you will assist with the production of the risk and capital analysis to help key decisions across the organisation eg business planning, reinsurance strategy and dividends.You will also assist the build and continued improvement of the internal model in readiness for IMAP including deonstrating an understanding of the origins and reasonableness of the data used and parameterisation of the inputs.In addition, you will perform testing on model outputs to ensure appropriateness of model calibration alongside stress and sensitivity testing whilst producing Model documentation.You will be an experienced user of General Insurance capital modelling software (eg Igloo, Remetrica).Contact us now for more information."	"United Kingdom"	"Other"	NA	"GBP"	"Star Actuarial Futures"	"Star Actuarial Futures"	"JSSTAR5077/593978728"	"03/12/2018 15:18:12"	"http://www.jobserve.com/GlQbd"	NA	NA
"Student Actuary - Surrey"	"GBP"	"Surrey"	"Permanent"	"Student Actuary - Surrey"	"Surrey - GBP"	"Permanent"	"Posted: Monday, 3 December 2018"	""	"If you are studying towards your actuarial exams and considering a move to Surrey, you may be interested in this opportunity within a global Life Insurer. This job will challenge and promises to develop and widen your skills across reporting, risk, internal modelling and capital management. As well as full study support, you will benefit from the longer term opportunities which come with a growing business. In order to be considered, you will have:Strong technical knowledge of the Life Insurance industry and Life Insurance productsMinimum of 3 - 4 years' experience working across either; Reporting, Capital Management, Risk or ModellingSound understanding of industry regulatory frameworksExcellent communication skills and commercial acumenIf you're ready for that next challenge and want to find out more, get in touch on or call me on . Excellent benefits and competitive salary on offer. "	"Surrey, UK"	"Other"	NA	"GBP"	"Goodman Masson"	"Goodman Masson"	"JS7286_82264/592938486"	"03/12/2018 14:17:08"	"http://www.jobserve.com/GlPys"	NA	NA
